userID,itemID,rating,timestamp,name,description,name_en,is_external_service,external_service_link,created_at,update_on
19,,2,2024-08-09 16:49:11,সরকারি বাসার না-দাবি পত্রের আবেদন (সরকারি বাসায় কখনো বসবাস করেননি),,No Objection Certificate for Govt Housing,0,,2022-10-09 00:00:00,2021-03-28 19:33:40
20,,2,2024-08-09 18:22:11,সরকারি বাসার না-দাবি পত্র জারির আবেদন (সরকারি বাসায় বসবাস করেছেন),,No Objection Certificate for Govt Housing,0,,2022-10-09 00:00:00,2021-03-27 20:43:21
21,,2,2023-10-29 04:33:19,বাংলাদেশ পেট্রোলিয়াম ইন্সটিটিউট নিবন্ধন ফরম,,Bangladesh Petroleum Institute Registration Form,0,,2022-10-09 00:00:00,2019-05-12 12:59:29
22,,2,2023-01-23 17:03:00,প্রেস অ্যাক্রিডিটেশন কার্ডের জন্য আবেদন,,Apply for Press Accreditation Card,0,,2022-10-09 00:00:00,2019-05-14 13:02:14
23,,2,2025-05-22 03:38:30,বিটিআরসি আবেদন (BTRC Application),,BTRC Application,0,,2022-10-09 00:00:00,2022-03-30 18:14:45
24,,2,2023-01-23 17:19:51,SEEKING PERMISSION FOR SENDING ABROAD AND RECEIVING BACK OF THE BANGLADESH PASSPORT,,SEEKING PERMISSION FOR SENDING ABROAD AND RECEIVING BACK OF THE BANGLADESH PASSPORT,0,,2022-10-09 00:00:00,2019-10-20 03:18:23
25,,2,2023-10-29 05:03:47,বাংলাদেশী নাগরিকত্বের জন্য আবেদনপত্র,,Application form for Bangladeshi citizenship,0,,2022-10-09 00:00:00,2019-05-12 12:59:38
26,,2,2024-08-09 18:25:09,বালাইনাশক বিক্রয়ের লাইসেন্স প্রাপ্তির আবেদন,,Application for License to sell pesticides,0,,2022-10-09 00:00:00,2019-05-12 12:59:39
27,,2,2024-08-09 18:15:16,পাসপোর্টের জন্য অনাপত্তি পত্রের আবেদন ,,Application for NOC for passport,0,,2022-10-09 00:00:00,2021-11-23 18:38:10
28,,2,2024-08-09 17:28:16,বয়স্ক ভাতা মঞ্জুরির আবেদনপত্র,,Application for Granting Old Age Allowance,0,,2022-10-09 00:00:00,2020-12-30 17:06:33
29,,2,2024-08-09 18:22:21,পেট্রোলিয়াম জাতীয় ব্যবসা পরিচালনার অনাপত্তিমূলক পত্র (এনওসি) প্রাপ্তির আবেদন,,Appeal for non-transferable letter (NOC) for petroleum business operations,0,,2022-10-09 00:00:00,2019-05-14 13:01:07
30,,2,2023-10-29 05:09:42,অভিযোগ দায়ের ফরম,,Complaint Filing Form,0,,2022-10-09 00:00:00,2019-05-12 11:59:49
31,,2,2024-08-09 22:51:53,বৈবাহিক/অবিবাহিত সনদ প্রদান,,Certificate of marital status,0,,2022-10-09 00:00:00,2019-10-20 02:32:46
32,,2,2024-08-09 17:24:28,মাননীয় প্রধানমন্ত্রীর ত্রাণ ও কল্যাণ তহবিল হতে প্রাপ্ত আর্থিক অনুদানের চেক উত্তোলনের আবেদন,,Application for withdrawal of financial grant check received from Honble Prime Ministers Relief and Welfare Fund,0,,2022-10-09 00:00:00,2019-05-12 11:59:45
33,,2,2024-08-09 18:15:57,পত্রিকা প্রকাশ ও প্রচারের অনুমতি প্রাপ্তির আবেদন,,Application for publication and publication of magazines,0,,2022-10-09 00:00:00,2019-05-14 12:49:20
34,,2,2024-08-09 21:36:57,ছাপাখানা স্থাপনের লাইসেন্স নবায়নের আবেদন,,Application for renewal of license to set up printing press,0,,2022-10-09 00:00:00,2019-05-12 11:59:39
35,,2,2022-11-16 09:32:12,"ওয়াক্‌ফ অধ্যাদেশ, ১৯৬২ এর ৪৭ ধারামতে ওয়াক্‌ফ সম্পত্তি তালিকাভুক্তির দরখাস্ত",,"Application for Registration of Wakf Property under Section 47 of the Wakf Ordinance, 1962",0,,2022-10-09 00:00:00,2019-05-12 11:59:37
36,,2,2024-08-09 17:08:22,নিজ খরচায় রাষ্ট্রপক্ষে আইনজীবী নিয়োগের আবেদন,,Application for the appointment of a lawyer for the state at its own expensev,0,,2022-10-09 00:00:00,2019-05-12 11:59:35
37,,3,2024-08-09 18:35:10,এসিড বিক্রয়ের লাইসেন্স প্রদান (ব্যক্তি মালিকানা) (এটুআই),,Licensing of sale of acid (individual ownership) (a2i),0,,2022-10-09 00:00:00,2019-05-12 11:59:33
38,,2,2023-10-29 05:23:33,প্রতিবন্ধী শিক্ষার্থীদের জন্য শিক্ষা উপবৃত্তি মঞ্জুরীর আবেদন,,Application for grant of education stipend for disabled students,0,,2022-10-09 00:00:00,2019-05-12 10:39:42
39,,2,2023-02-28 18:09:57,গবাদি পশুর (গরু/মহিষ/ছাগল/ভেড়া/অন্যান্য প্রাণি) বাণিজ্যিক খামার রেজিস্ট্রেশনের আবেদন,,গবাদি পশুর (গরু/মহিষ/ছাগল/ভেড়া/অন্যান্য প্রাণি) বাণিজ্যিক খামার রেজিস্ট্রেশনের আবেদন,0,,2022-10-09 00:00:00,2019-10-20 02:31:30
40,,2,2023-10-29 05:27:25,পশুখাদ্য বিক্রয়ের (ক্যাটাগরি-৩) লাইসেন্স প্রদান,,Grant of license for sale of animal feed (Category-III).,0,,2022-10-09 00:00:00,2019-05-12 10:14:37
41,,2,2024-08-09 17:08:28,সাংস্কৃতিক অনুষ্ঠান আয়োজনের অনুমতি প্রদান,,Permission to organize cultural events,0,,2022-10-09 00:00:00,2019-05-12 11:59:29
42,,2,2024-08-09 16:41:05,হাঁস/ মুরগির বাণিজ্যিক খামার/ প্যারেন্ট স্টক রেজিস্ট্রেশনের আবেদন,,হাঁস/ মুরগির বাণিজ্যিক খামার/ প্যারেন্ট স্টক রেজিস্ট্রেশনের আবেদন,0,,2022-10-09 00:00:00,2020-01-09 22:51:07
43,,2,2024-08-09 16:41:18,মেলা / বিনোদন অনুষ্ঠান / বৈশাখী মেলা / সার্কাস আয়োজনের জন্য অনুমতি প্রাপ্তির আবেদন,,Application for obtaining permission for organizing fairs / entertainment events / Baisakhi fairs / circuses,0,,2022-10-09 00:00:00,2019-05-12 11:59:29
44,,2,2023-10-29 05:49:34,পশুখাদ্য উৎপাদন/ প্রক্রিয়াজাতকরণ/ সংরক্ষণকারী/ বাজারজাতকরণ প্রতিষ্ঠান (প্রিমিক্স)/ (ফিডমিল) (ক্যাটাগরি-১) হিসেবে লাইসেন্স প্রাপ্তির আবেদন,,Application for License as Animal Feed Production/Processing/Preserving/Marketing Establishment (Premix)/ (Feed meal) (Category-I),0,,2022-10-09 00:00:00,2019-05-12 10:10:21
45,,2,2024-08-09 17:30:09,জমির সীমানা পিলার নির্ধারণের আবেদন,,Application for determination of land boundary pillars,0,,2022-10-09 00:00:00,2020-06-08 21:31:20
46,,2,2023-01-23 17:37:39,পশুখাদ্য উৎপাদনকারী/ প্রক্রিয়াজাতকরণ/ সংরক্ষণকারী/ বাজারজাতকরণ প্রতিষ্ঠান (প্রিমিক্স)/ (ফিডমিল) (ক্যাটাগরি-১) হিসেবে লাইসেন্স নবায়নের আবেদন,,Application for renewal of license as fodder producer / processing / preservation / marketing institute (premix) / (feed meal) (Category-1),0,,2022-10-09 00:00:00,2019-06-11 09:52:37
47,,2,2023-01-23 17:38:48,অধিগ্রহণকৃত জমির ক্ষতিপূরণের টাকা উত্তোলনের জন্য আবেদন ,,Application,0,,2022-10-09 00:00:00,2019-06-09 16:17:27
48,,2,2023-01-23 17:45:49,পশুখাদ্য আমদানিকারক/উপকরণ আমদানিকারক/রপ্তানিকারক/বাজারজাতকারক প্রতিষ্ঠানের (ক্যাটাগরি-২) লাইসেন্স প্রদান,,Issuance of licenses to Livestock Importers / Materials Importers / Exporters / Marketing Companies (Category-2),0,,2022-10-09 00:00:00,2019-10-20 02:20:35
49,,2,2023-01-23 17:47:04,পশুখাদ্য আমদানিকারক/উপকরণ আমদানিকারক/রপ্তানিকারক/বাজারজাতকারক প্রতিষ্ঠানের (ক্যাটাগরি-২) লাইসেন্স নবায়ন,,Renewing of licenses to Livestock Importers / Materials Importers / Exporters / Marketing Companies (Category-2),0,,2022-10-09 00:00:00,2019-10-20 02:22:16
50,,2,2023-07-16 18:12:13,Application for obtaining certificate of small ethnic group,,Application for obtaining certificate of small ethnic group,0,,2022-10-09 00:00:00,2022-08-29 18:31:49
51,,2,2024-08-09 18:27:09,গবাদি পশুর টিকা প্রাপ্তির আবেদন,,Application for Vaccination of Livestock,0,,2022-10-09 00:00:00,2019-10-19 22:47:45
53,,2,2024-08-09 18:12:31,গবাদি পশুর চিকিৎসা প্রাপ্তির আবেদন,,Application for obtaining treatment of cattle,0,,2022-10-09 00:00:00,2019-05-12 11:59:03
54,,2,2024-08-09 18:06:14,জমির শ্রেণি পরিবর্তনের আবেদন,,Application for change of land class,0,,2022-10-09 00:00:00,2019-05-12 11:59:01
55,,2,2024-08-09 16:31:58,করাতকল/ইটভাটা/ফিলিং স্টেশন নির্মাণের নিমিত্ত জমির মালিকানা সনদ প্রাপ্তির আবেদন,,Application for obtaining certificate of ownership of land for construction of sawmill/brickyard/filling station,0,,2022-10-09 00:00:00,2019-05-12 11:58:59
56,,2,2024-08-09 16:57:10,জবাইয়ের নিমিত্তে গবাদিপশুর স্বাস্থ্যসনদ প্রাপ্তির আবেদন,,Application for livestock healthcare receipt for slaughter,0,,2022-10-09 00:00:00,2019-05-14 12:43:31
57,,2,2024-08-09 17:08:33,প্রাণিজাত উৎপাদিত পণ্য বিক্রয়ের অনুমতি প্রাপ্তির জন্য আবেদন,,Application for permission to sell animal products,0,,2022-10-09 00:00:00,2019-05-14 12:47:56
58,,2,2024-08-09 16:35:34,হাঁস/ মুরগি/ কবুতর/ কোয়েল/ টার্কি/ অন্যান্য পাখির খামার নিবন্ধনের আবেদন ,,হাঁস/ মুরগি/ কবুতর/ কোয়েল/ টার্কি/ অন্যান্য পাখির খামার নিবন্ধনের আবেদন ,0,,2022-10-09 00:00:00,2020-01-09 22:49:35
59,,2,2024-08-09 16:35:41,হাঁস/ মুরগি/ কবুতর/ কোয়েল/ টার্কি/ অন্যান্য পাখির চিকিৎসা প্রাপ্তির জন্য আবেদন,,হাঁস/ মুরগি/ কবুতর/ কোয়েল/ টার্কি/ অন্যান্য পাখির চিকিৎসা প্রাপ্তির জন্য আবেদন,0,,2022-10-09 00:00:00,2020-01-09 22:46:51
60,,2,2023-01-23 17:48:01,এনজিও রেজিস্ট্রেশনের জন্য আবেদন (FD-1),,Application for NGO Registration (FD-1),0,,2022-10-09 00:00:00,2019-06-23 14:59:36
61,,2,2023-01-23 17:49:24,"সিলিন্ডার, ভালভ ও আনুষঙ্গিক যন্ত্রাংশ নির্মানের অনুমতি লাভের দরখাস্ত",,"Application for permission to build cylinders, valves and accessories",0,,2022-10-09 00:00:00,2019-05-14 13:06:02
62,,2,2023-10-29 06:50:19,সিলিন্ডারে গ্যাস ভর্তি বা গ্যাসপূর্ণ সিলিন্ডার অধিকারে রাখিবার লাইসেন্সের জন্য দরখাস্ত,,Application for license to fill gas in cylinders or to possess gas filled cylinders,0,,2022-10-09 00:00:00,2019-05-12 11:58:38
63,,2,2023-10-29 06:53:26,সিলিন্ডার আমদানির লাইসেন্সের জন্য দরখাস্ত,,Application for license to import cylinders,0,,2022-10-09 00:00:00,2019-05-12 11:58:36
64,,2,2024-08-09 18:14:12,হাঁস/ মুরগি/ কবুতর/ কোয়েল/ টার্কি/ অন্যান্য পাখির টিকা প্রাপ্তির জন্য আবেদন ,,হাঁস/ মুরগি/ কবুতর/ কোয়েল/ টার্কি/ অন্যান্য পাখির টিকা প্রাপ্তির জন্য আবেদন ,0,,2022-10-09 00:00:00,2020-01-09 22:41:36
65,,2,2024-08-09 18:42:38,বালাইনাশক বিক্রয়ের লাইসেন্স নবায়নের জন্য আবেদন,,Application for renewal of license to sell pesticides,0,,2022-10-09 00:00:00,2019-05-12 11:28:24
66,,2,2024-08-09 16:49:20,"সার সংরক্ষণ, বিতরণ, বিপণন, পরিবহন এবং বিক্রয় (পরিবেশক) নিবন্ধনের অনুমতি প্রাপ্তির আবেদন",,"Application for obtaining permit for registration of storage, distribution, marketing, transportation and sale (distributor) of fertilizers",0,,2022-10-09 00:00:00,2019-05-12 11:28:29
67,,2,2025-05-22 05:09:13,"বাংলা ভাষা, শিক্ষা ও দক্ষতার উন্নয়নে কম্পিউটার প্রশিক্ষণ",,"Computer training to improve Bengali language, education and skills",0,,2022-10-09 00:00:00,2022-06-28 18:38:51
68,,2,2024-08-09 18:42:50,আবাসিক হোটেলের লাইসেন্স প্রদান,,Licensing of residential hotels,0,,2022-10-09 00:00:00,2019-05-12 11:33:07
69,,2,2024-08-09 16:49:26,আবাসিক হোটেলের লাইসেন্স নবায়নের আবেদন,,Application for renewal of residential hotel license,0,,2022-10-09 00:00:00,2019-05-12 11:33:08
70,,2,2024-08-09 18:16:39,মৃতের দাফন/সৎকার কাজের জন্য আর্থিক সাহায্য প্রাপ্তির আবেদন,,মৃতের দাফন/সৎকার কাজের জন্য আর্থিক সাহায্য প্রাপ্তির আবেদন,0,,2022-10-09 00:00:00,2019-10-20 02:04:01
71,,2,2023-10-29 07:18:08,কীটনাশক টেস্টিং এর জন্য আবেদন,,Application for pesticide testing,0,,2022-10-09 00:00:00,2019-05-12 11:33:17
72,,2,2023-10-29 07:45:59,সার আমদানী নিবন্ধনের জন্য আবেদন,,Application for Fertilizer Import Registration,0,,2022-10-09 00:00:00,2019-05-12 11:33:18
73,,2,2023-10-29 07:51:49,সার আমদানী নিবন্ধনের নবায়নের জন্য আবেদন,,Application for Renewal of Fertilizer Importer Registration,0,,2022-10-09 00:00:00,2019-05-12 11:33:20
74,,2,2024-08-09 17:26:20,মৃত্যু সনদ প্রাপ্তির জন্য আবেদন,,Application for Death Certificate,0,,2022-10-09 00:00:00,2020-12-30 17:18:58
75,,2,2023-10-29 07:54:31,সার উৎপাদন নিবন্ধনের জন্য আবেদন,,Application for Registration of Fertilizer Production,0,,2022-10-09 00:00:00,2019-05-12 11:33:29
76,,2,2024-06-02 10:04:40,Application (test) for obtaining permission for use of microphone in waj/ zikir mahfil/ maha yajna and leela kirtan/ religious events.,,Application (test) for obtaining permission for use of microphone in waj/ zikir mahfil/ maha yajna and leela kirtan/ religious events.,0,,2022-10-09 00:00:00,2019-05-12 11:33:30
77,,2,2023-10-29 07:57:11,সার উৎপাদন নিবন্ধনের নবায়নের জন্য আবেদন,,Application for renewal of Fertilizer Production Registration,0,,2022-10-09 00:00:00,2019-05-12 11:33:32
78,,2,2024-08-09 17:08:37,কৃষি উপকরণ সহায়তা কার্ড প্রাপ্তির আবেদন,,Application for obtaining Agricultural Input Assistance Card,0,,2022-10-09 00:00:00,2019-05-12 11:33:36
79,,2,2024-08-09 18:22:44,কৃষি উপকরণ সহায়তা কার্ড নবায়নের আবেদন,,Agricultural Input Assistance Card Renewal Application,0,,2022-10-09 00:00:00,2019-05-12 11:43:07
80,,2,2023-01-23 18:03:54,NGO REGISTRATION FORM,,NGO REGISTRATION FORM,0,,2022-10-09 00:00:00,2019-10-20 02:13:15
81,,2,2024-08-09 16:37:56,নার্সারী নিবন্ধন লাইসেন্স প্রাপ্তির আবেদন,,Application for obtaining nursery registration license,0,,2022-10-09 00:00:00,2019-05-12 11:43:11
82,,2,2024-08-09 21:37:05,নার্সারী নিবন্ধন লাইসেন্স নবায়নের আবেদন,,Application for renewal of nursery registration license,0,,2022-10-09 00:00:00,2019-05-12 10:49:52
83,,2,2023-10-29 08:20:22,দারিদ্র মা’র জন্য মাতৃত্বকাল ভাতা মঞ্জুরীর আবেদনপত্র,,Application form for grant of maternity allowance for poor mothers,0,,2022-10-09 00:00:00,2019-05-12 10:49:51
84,,2,2024-11-07 08:17:00,এসিড বিক্রয়ের লাইসেন্স নবায়ন,,Renewal of license to sell acid,0,,2022-10-09 00:00:00,2019-05-12 10:49:36
85,,2,2023-01-23 18:07:23,ডে-কেয়ার সেন্টারে ভর্তি,,ডে-কেয়ার সেন্টারে ভর্তি,0,,2022-10-09 00:00:00,2019-10-20 02:00:39
86,,2,2024-11-13 06:37:01,"যুদ্ধাহত/মৃত যুদ্ধাহত/খেতাবপ্রাপ্ত/মৃত খেতাবপ্রাপ্ত ও শহীদ বীর মুক্তিযোদ্ধা, রাষ্ট্রীয় সম্মানি ভাতা প্রাপ্তির আবেদন",,"War Casualties/Dead War Casualties/State Title Recipients/Dead State Title Recipients/Martyr Freedom Fighters, Application for Honorary Allowance",0,,2022-10-09 00:00:00,2020-10-15 22:52:33
87,,2,2023-01-23 18:09:08,মহিলাদের আত্ম-কর্মসংস্থানের জন্য ক্ষুদ্রঋণের আবেদন,,মহিলাদের আত্ম-কর্মসংস্থানের জন্য ক্ষুদ্রঋণের আবেদন,0,,2022-10-09 00:00:00,2019-10-20 04:31:30
88,,2,2023-01-23 18:10:45,কর্মজীবী ল্যাকটেটিং মাদার সহায়তা তহবিল হতে ভাতা মঞ্জুরীর জন্য আবেদন,,Application for allowance from the ,0,,2022-10-09 00:00:00,2019-10-27 16:34:16
89,,2,2023-01-23 18:12:20,মহিলা ও শিশু সাহায্য তহবিল হতে সাহায্যের আবেদন,,Application for help from women and child support funds,0,,2022-10-09 00:00:00,2019-07-18 15:04:47
90,,2,2024-08-09 17:25:35,মুক্তিযোদ্ধা গেজেটভূক্তির আবেদন,, Application for including in Gazette as Freedom Fighter ,0,,2022-10-09 00:00:00,2020-10-15 22:52:17
91,,2,2023-01-23 18:13:41,মুক্তিযোদ্ধা সাময়িক সনদপত্র প্রদান সম্পর্কিত আবেদনের প্রাপ্তি স্বীকারপত্র,,Acknowledgment of receipt of application for issuance of temporary certificate of freedom fighter,0,,2022-10-09 00:00:00,2022-07-27 19:47:55
92,,2,2022-12-09 09:58:19,২০২৩-২০২৪ ভিডব্লিউবি চক্রে অন্তর্ভূক্তির আবেদন,২০২৩-২০২৪ ভিডব্লিউবি চক্রে অন্তর্ভূক্তির আবেদন (Application for Inclusion in 2023-2024 VWB cycle),Application for Inclusion in 2023-2024 VWB cycle,0,,2022-10-09 00:00:00,2020-10-19 21:32:51
93,,2,2024-08-09 16:41:29,হোটেলের লাইসেন্সের জন্য আবেদন,,Apply for Hotel License,0,,2022-10-09 00:00:00,2019-07-04 13:17:11
94,,2,2024-08-09 16:57:17,হোটেলের নাম পরিবর্তনের জন্য আবেদন,,Application for Change the Hotel Name,0,,2022-10-09 00:00:00,2019-07-04 16:05:18
95,,2,2024-08-12 09:28:42,পারিবারিক পেনশন প্রদান,,Payment of family pension,0,,2022-10-09 00:00:00,2019-05-12 11:43:34
96,,2,2024-01-30 09:44:55,এসিড পরিবহনের লাইসেন্স নবায়ন (test),,Renewal of license for transport of acid (test),0,,2022-10-09 00:00:00,2019-05-12 11:43:36
97,,2,2024-05-14 07:04:52,এসিড পরিবহন লাইসেন্স প্রদান,,Issuance of acid transport licence,0,,2022-10-09 00:00:00,2019-05-12 11:43:37
98,,2,2024-08-09 18:35:24,বালুমহাল ইজারাপত্রে অংশগ্রহণের জন্য তালিকাভুক্তির/লাইসেন্স প্রাপ্তির আবেদন,,বালুমহাল ইজারাপত্রে অংশগ্রহণের জন্য তালিকাভুক্তির/লাইসেন্স প্রাপ্তির আবেদন,0,,2022-10-09 00:00:00,2019-10-20 01:58:04
99,,2,2023-01-23 18:14:49,বিধবা/স্বামী পরিত্যক্তা দুঃস্থ মহিলাদের ভাতা মঞ্জুরীর জন্য আবেদন,,Application for Allowance of Allowance for Widows / Abandoned Poor Women,0,,2022-10-09 00:00:00,2020-12-30 17:08:22
100,,2,2024-08-09 17:08:39,বিনা ময়নাতদন্তে লাশ দাফনের আবেদন,,Application for burial without autopsy,0,,2022-10-09 00:00:00,2019-05-12 11:43:44
101,,2,2024-08-09 18:14:01,ভূমি অধিগ্রহণ সংক্রান্ত তথ্য প্রদান,,Providing information regarding land acquisition,0,,2022-10-09 00:00:00,2019-05-12 11:49:58
102,,2,2024-08-09 18:37:24,পত্রিকার প্রত্যয়নপত্রের আবেদন,,Application for newspaper certificate,0,,2022-10-09 00:00:00,2021-11-23 18:33:56
103,,2,2023-07-16 18:28:52,Application for setting up a printing press,,Application for setting up a printing press,0,,2022-10-09 00:00:00,2019-05-12 11:43:53
104,,2,2023-10-29 10:06:25,প্রয়াত বীর মুক্তিযোদ্ধার দাফন খরচ প্রদান,,Payment of burial expenses of late freedom fighters,0,,2022-10-09 00:00:00,2019-05-12 11:43:52
105,,2,2023-08-29 18:46:19,কারাগারে আটক ব্যক্তির স্বাক্ষর গ্রহণ,,কারাগারে আটক ব্যক্তির স্বাক্ষর গ্রহণ,0,,2022-10-09 00:00:00,2019-10-30 16:05:56
106,,2,2024-08-09 16:49:32,আমমোক্তারনামা বৈধকরণ,,Validation of Ammoktarnama,0,,2022-10-09 00:00:00,2019-05-12 11:38:32
107,,2,2024-08-09 21:37:44,প্রতিষ্ঠানের জন্য আগ্নেয়াস্ত্র লাইসেন্স প্রদান,,Issuance of firearms license for establishments,0,,2022-10-09 00:00:00,2022-07-31 00:03:18
108,,2,2024-08-09 16:57:24,চান্দিনা ভিটির লিজ নবায়ন,,Renewal of lease of Chandina Vt,0,,2022-10-09 00:00:00,2019-05-12 11:31:19
109,,2,2024-08-09 21:38:12,আর্থিক প্রতিষ্ঠানের জন্য আগ্নেয়াস্ত্র লাইসেন্স প্রদান,,Issuance of firearms license for financial institutions,0,,2022-10-09 00:00:00,2019-05-12 11:31:17
110,,2,2024-08-09 18:09:50,অর্পিত সম্পত্তি (ভিপি) লিজ নবায়নের আবেদন,, Application for renewal of leased property (VP) lease,0,,2022-10-09 00:00:00,2020-01-02 17:31:44
111,,2,2024-08-09 18:11:33,আগ্নেয়াস্ত্র (পিস্তল/শর্টগান/বন্দুক) লাইসেন্স প্রদান,,আগ্নেয়াস্ত্র (পিস্তল/শর্টগান/বন্দুক) লাইসেন্স প্রদান,0,,2022-10-09 00:00:00,2020-01-05 23:20:24
112,,2,2023-09-25 04:50:36,মাননীয় প্রধানমন্ত্রীর তহবিল থেকে চিকিৎসার জন্য আর্থিক সহায়তা প্রাপ্তি,,Receiving Financial Assistance for Treatment from the Funds of the Honble Prime Minister,0,,2022-10-09 00:00:00,2020-12-30 17:15:53
113,,2,2024-08-09 17:25:52,মৌজা ম্যাপ প্রাপ্তি,,Receipt of Mouza Map,0,,2022-10-09 00:00:00,2020-12-30 17:13:01
114,,2,2023-10-29 09:49:17,পার্বত্য জেলাসমূহে স্থায়ী বাসিন্দার সনদ প্রাপ্তি,,Obtaining permanent resident certificate in hill districts,0,,2022-10-09 00:00:00,2019-05-12 10:40:51
115,,2,2024-08-09 17:27:41,উত্তরাধিকার সনদ প্রদান,,Issuance of Inheritance Certificate,0,,2022-10-09 00:00:00,2020-12-30 16:54:02
116,,2,2023-01-23 18:25:08,জমির খতিয়ানের (পর্চা) সইমোহর নকল সরবরাহ,,Supply of Forged Signature of Land Ledger,0,,2022-10-09 00:00:00,2022-07-30 23:10:12
118,,2,2023-01-23 18:26:17,পার্বত্য অঞ্চলে আসবাবপত্র (ফার্নিচার) পরিবহনের অনুমতি প্রদান,,To allow furniture (furniture) to be transported in the hills,0,,2022-10-09 00:00:00,2019-10-29 11:00:43
119,,2,2024-08-09 18:17:31,খুচরা পেট্রোলিয়াম/জ্বালানী তেল বিক্রির অনাপত্তি সনদ প্রদান,,Non-proforma certification of retail petroleum / fuel oil sale,0,,2022-10-09 00:00:00,2019-10-20 01:51:36
120,,2,2024-08-09 21:38:35,জোত পারমিট প্রদান,,জোত পারমিট প্রদান ,0,,2022-10-09 00:00:00,2019-10-23 10:04:05
121,,2,2024-08-09 16:41:36,ইট পোড়ানোর লাইসেন্স প্রদান,,Brick burning license,0,,2022-10-09 00:00:00,2019-05-12 11:18:54
122,,2,2023-10-29 09:51:33,ইট পোড়ানোর ডুপ্লিকেট লাইসেন্স প্রদান,,Issuance of duplicate license for burning bricks,0,,2022-10-09 00:00:00,2019-05-12 11:18:49
